ACC_NUCCORE	query	distance	pvalue	shared_hashes	recid	Topology_NUCCORE	CreateDate_NUCCORE	Location_BIOSAMPLE	loc_parsed	loc_lat	loc_lng	IsolationSource_BIOSAMPLE	Host_BIOSAMPLE	SamplType_BIOSAMPLE	plasmidfinder	pmlst	Length_NUCCORE	GC_NUCCORE	taxon_name	taxon_species_name	taxon_genus_name	taxon_family_name	taxon_order_name	taxon_class_name	taxon_phylum_name	taxon_superkingdom_name	D1	D2
CP052141.1	edge_259	0.0716227	0	125	4350	circular	2020-05-04	South Korea: Busan		35.18	129.08	blood	Homo sapiens				5472	63.267543859649116	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.43608009999999997	-4.272009
NZ_CP021858.1	edge_259	0.0716227	0	125	4351	circular	2017-06-21	missing				missing	missing		IncR_1, DQ449578		47277	53.73648920193752	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.25833964	-3.7622967000000003
NC_019074.1	edge_259	0.0716227	0	125	4352	circular	2012-11-02										11744	51.61784741144414	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.5564957	-0.82458013
NZ_MF621616.1	edge_286	0.0716227	0	125	4353	circular	2020-06-03										9995	60.680340170085046	Aeromonas salmonicida subsp. salmonicida	Aeromonas salmonicida (645)	Aeromonas (642)	Aeromonadaceae (84642)	Aeromonadales (135624)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.28995976	-4.331679299999999
NZ_LS992172.1	edge_300	0.0716227	0	125	4354	circular	2019-01-29								IncQ1_1, M28829|IncFIC(FII)_1, AP001918|IncFIB(AP001918)_1, AP001918	IncF RST(--:A-:B1):FIA(-);FIB(1);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	117801	50.523340209336084	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.9259129000000001	4.9210305
NZ_KX880944.1	edge_337	0.0716227	0	125	4355	circular	2020-06-03	China: Shandong Province	China,Shandong Province	36.0000001	118.9999999	pig		mixed culture	IncY_1, K02380		97386	47.7501899657035	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-10.826212	-2.5527027
MN891680.1	edge_358	0.0716227	0	125	4356	circular	2020-04-29								FII(pBK30683)_1, KF954760		48200	49.47095435684647	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.4651334	-2.4761064
CP025575.1	edge_1496	0.0716227	0	125	4357	circular	2019-01-10	Sweden: Stockholm	Sweden,Stockholm	59.3251172	18.0710935		Homo sapiens	Bacterial isolate	ColRNAI_1, DQ298019		5878	46.52943177951684	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.3298400000000004	0.8877385
NZ_CP039863.1	edge_1498	0.0716227	0	125	4358	circular	2019-05-08	Canada: ON	Canada,ON	50.000678	-86.000977	not collected	Homo sapiens		Col(pHAD28)_1, KU674895		6306	47.494449730415475	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.4049814	0.88066757
NZ_CP025233.1	edge_2075	0.0716227	0	125	4359	circular	2019-02-07	USA: BIFSCo Region 2	USA	39.7837304	-100.4458825	bovine hide	Bovine	missing	IncN_1, AY046276	IncN MLST(3):repN(1);traJ(8);korA(1)	60586	53.58333608424388	Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1925	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.6973389	-2.9174062999999997
NC_007800.1	edge_2075	0.0716227	0	125	4360	circular	2006-02-24								IncQ1_1, M28829		14969	45.35373104415793	Bibersteinia trehalosi	Bibersteinia trehalosi (47735)	Bibersteinia (476528)	Pasteurellaceae (712)	Pasteurellales (135625)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.1603549	-4.243875
MT230426.1	edge_2299	0.0716227	0	125	4361	circular	2020-05-16	France	France	46.603353999999996	1.8883334999999999	river					481	52.18295218295218	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.3454992000000001	-0.87888193
NZ_CP050781.1	edge_2356	0.0716227	0	125	4362	circular	2020-04-08	China:Shanghai		31.23	121.47	Chicken product	chicken		Col156_1, NC_009781		4234	55.384978743504966	Salmonella enterica subsp. enterica serovar Indiana	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.7778313	13.496573999999999
NZ_CP010212.1	edge_3488	0.0716227	0	125	4363	circular	2016-12-19	missing					mouse		Col156_1, NC_009781		5282	46.819386595986366	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	9.877081	-3.625887
NC_024962.1	edge_3488	0.0716227	0	125	4364	circular	2014-09-26								Col156_1, NC_009781		6077	49.366463715649175	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	9.887971	-3.6440568
NZ_CP026644.1	edge_3547	0.0716227	0	125	4365	circular	2019-02-07	South Korea		36.8659096672937	127.55281711922399	chicken meat			IncI2_1, KP347127		65206	42.61877741312149	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-8.446087	0.016266486
NZ_AP018812.1	edge_3547	0.0716227	0	125	4366	circular	2018-12-28	Japan	Japan	36.5748441	139.2394179		Bos taurus		IncI2_1, KP347127		62235	42.78782035831927	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-8.417431	0.048207007
MK836306.1	edge_3547	0.0716227	0	125	4367	circular	2019-11-20								IncI2_1, KP347127		63440	43.06431273644388	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-8.444371	0.02161384
NZ_KY363996.1	edge_3547	0.0716227	0	125	4368	circular	2020-05-18								IncI2_1, KP347127		63512	42.82497795692153	Shigella sonnei	Shigella sonnei (624)	Shigella (620)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-8.472017	-0.008966994499999999
MN232188.1	edge_3547	0.0716227	0	125	4369	circular	2019-10-08								IncI2(Delta)_1, AP002527		57770	42.3022329929029	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	4.854161	7.0898266
NZ_CP041681.1	edge_3653	0.0716227	0	125	4370	circular	2019-09-15	Switzerland: Basel		47.5596	7.5886	rectum	Homo sapiens		Col156_1, NC_009781		4734	47.59188846641318	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-11.904786999999999	0.2897015
NC_004446.1	edge_4055	0.0716227	0	125	4371	circular	2002-12-18								ColRNAI_1, DQ298019		2825	49.13274336283186	Erwinia amylovora ATCC BAA-2158	Erwinia amylovora (552)	Erwinia (551)	Erwiniaceae (1903409)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.3832133999999998	-0.12767588
NZ_CP041298.1	edge_4108	0.0716227	0	125	4372	circular	2020-04-16	China	China	34.4118455	86.0326902		cow	cell culture			5574	37.44169357732329	Acinetobacter indicus	Acinetobacter indicus (756892)	Acinetobacter (469)	Moraxellaceae (468)	Pseudomonadales (72274)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-6.1877613	-4.9246025
NZ_CP046034.1	edge_4168	0.0716227	0	125	4373	circular	2019-11-21	not collected				China,Henan	Chicken		IncC_1, JN157804|IncN_1, AY046276	IncN MLST(-):repN(1);traJ(-);korA(-)	85132	51.962834186909745	Salmonella sp. HNK130	Salmonella sp. HNK130 (2664291)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	3.7999732	-2.9825401
NZ_CP046032.1	edge_4168	0.0716227	0	125	4374	circular	2019-11-21	not collected				China,Henan	Chicken		IncC_1, JN157804|IncN_1, AY046276	IncN MLST(-):repN(1);traJ(-);korA(-)	85132	51.962834186909745	Salmonella sp. HNK130	Salmonella sp. HNK130 (2664291)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	3.760557	-2.9371672
NZ_CP035219.1	edge_4306	0.0716227	0	125	4375	circular	2019-01-26	Australia: Queensland	Australia,Queensland	-21.918285600000004	144.4588889	Rectal Swab	Homo sapiens		Col(MGD2)_1, NC_003789		6986	49.012310334955636	Klebsiella michiganensis	Klebsiella michiganensis (1134687)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.7807431	-0.11664963
NC_016849.1	edge_4328	0.0716227	0	125	4376	circular	2012-02-23										6903	51.702158481819495	Aeromonas hydrophila	Aeromonas hydrophila (644)	Aeromonas (642)	Aeromonadaceae (84642)	Aeromonadales (135624)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.11276116	-4.868943
NZ_CP018358.1	edge_4344	0.0716227	0	125	4377	circular	2017-02-03	USA:Virginia		38.14	-78.45	Perirectal	Homo sapiens		Col(pHAD28)_1, KU674895		4374	48.902606310013724	Klebsiella oxytoca	Klebsiella oxytoca (571)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	3.9085453	-0.30748752
NZ_CP031853.1	edge_4344	0.0716227	0	125	4378	circular	2019-04-24	China: Hangzhou		30.2859343	120.1944756	blood	Homo sapiens		Col440I_1, CP023920		4685	44.076840981856996	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	3.872588	-0.2987968
NZ_CP022226.2	edge_4361	0.0716227	0	125	4379	circular	2018-04-09	China: Sichuan, Chengdu	China,Sichuan,Chengdu	30.6765553	104.0612783		Homo sapiens	Culture	IncFIA(HI1)_1, AF250878	IncF RST(F-:A13:B-):FIA(13);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	45476	51.28859178467764	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.5489555	-3.3805031999999997
NZ_CP032878.1	edge_4361	0.0716227	0	125	4380	circular	2018-10-10	China: Sichuan, Chengdu	China,Sichuan,Chengdu	30.6765553	104.0612783		Homo sapiens	Culture	IncFIA(HI1)_1, AF250878	IncF RST(F-:A13:B-):FIA(13);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	45484	51.283967988743285	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.5329648	-3.4403276
NZ_LR026972.1	edge_4481	0.0716227	0	125	4381	circular	2018-10-22			-3.32	37.327	wound swab sample					29606	36.418293589137335	Acinetobacter baumannii	Acinetobacter baumannii (470)	Acinetobacter (469)	Moraxellaceae (468)	Pseudomonadales (72274)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-5.951520400000001	-4.500851
NZ_CP015395.1	edge_27	0.0719629	0	124	4382	circular	2017-02-18	USA: New York	USA,New York	40.7308619	-73.9871558		Homo sapiens		IncFIB(pQil)_1, JN233705|IncFII(K)_1, CP000648	IncF RST(K1:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(1);FIIS(-);FIIY(-)	116419	53.760125065496176	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.0330470999999999	-2.0779520000000002
NZ_CP017281.1	edge_27	0.0719629	0	124	4383	circular	2017-02-09	South Korea		35.16845278	126.88409720000001	river water			FIA(pBK30683)_1, KF954760|IncFII(K)_1, CP000648	IncF RST(K19:A-:B-):FIA(~21);FIB(-);FIC(-);FII(-);FIIK(19);FIIS(-);FIIY(-)	92219	51.23564558279747	Klebsiella variicola	Klebsiella variicola (244366)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.7832896	-2.1243281
NZ_CP017286.1	edge_27	0.0719629	0	124	4384	circular	2017-02-09			35.16845278	126.88409720000001	riverwater			IncFII(K)_1, CP000648|FIA(pBK30683)_1, KF954760	IncF RST(K19:A-:B-):FIA(~21);FIB(-);FIC(-);FII(-);FIIK(19);FIIS(-);FIIY(-)	92231	51.228979410393464	Klebsiella variicola	Klebsiella variicola (244366)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.7546358	-2.0986542999999998
NZ_CP017851.1	edge_27	0.0719629	0	124	4385	circular	2017-02-09			35.16845278	126.88409720000001	riverwater			FIA(pBK30683)_1, KF954760|IncFII(K)_1, CP000648	IncF RST(K19:A-:B-):FIA(~21);FIB(-);FIC(-);FII(-);FIIK(19);FIIS(-);FIIY(-)	92232	51.22950819672131	Klebsiella variicola	Klebsiella variicola (244366)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.7674136999999999	-2.1085901000000002
NZ_CP029000.1	edge_27	0.0719629	0	124	4386	not-set	2018-05-02	missing				missing	missing		IncFIB(pQil)_1, JN233705|IncFII(K)_1, CP000648	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	125913	52.298015296276	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.1272395	-2.0401423
U36912.1	edge_102	0.0719629	0	124	4387	circular	1995-10-31								ColRNAI_1, DQ298019|repUS16_2_repB(SAP085B), GQ900438		8007	38.49132009491695	Staphylococcus aureus	Staphylococcus aureus (1280)	Staphylococcus (1279)	Staphylococcaceae (90964)	Bacillales (1385)	Bacilli (91061)	Firmicutes (1239)	Bacteria (2)	1.3633709999999999	-0.112874776
NZ_CP011333.1	edge_166	0.0719629	0	124	4388	circular	2015-05-06										16948	47.79324994099599	Escherichia coli O104:H4 str. C227-11	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.423776	2.2146423
CP052816.1	edge_166	0.0719629	0	124	4389	linear	2020-05-19	USA:TN	USA,TN	35.7730076	-86.28200809999998	Chicken Breasts			IncFIB(pN55391)_1, CP016411	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	303467	50.38109580283854	Salmonella enterica subsp. enterica serovar Infantis	Salmonella enterica (28901)	Salmonella (590)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	11.373678	0.14211089999999998
MT215579.1	edge_184	0.0719629	0	124	4390	circular	2020-05-16										6263	47.405396774708606	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.4991101999999998	-0.54116094
NZ_KR259134.1	edge_184	0.0719629	0	124	4391	circular	2020-06-03										6848	60.075934579439256	Enterobacter cloacae	Enterobacter cloacae (550)	Enterobacter (547)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.3603631999999999	-0.8291618000000001
NZ_CP025708.1	edge_212	0.0719629	0	124	4392	circular	2018-03-16	USA: Pennsylvania		41.2033	-77.1945	missing	Homo sapiens		IncFIB(AP001918)_1, AP001918|IncFII(pCoo)_1, CR942285|IncFII_1, AY458016|IncFIA_1, AP001918	IncF RST(F-:A-:B-):FIA(1,6);FIB(20?);FIC(-);FII(22,36);FIIK(-);FIIS(-);FIIY(-)	184098	51.423698247672434	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.67961425	5.3810972999999995
NZ_KT074362.1	edge_245	0.0719629	0	124	4393	circular	2020-06-03								Col(pHAD28)_1, KU674895		4661	51.51255095473074	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	3.5648608	0.35561934
NZ_CP044371.1	edge_259	0.0719629	0	124	4394	circular	2019-12-13	Taiwan	Taiwan	23.5982979	120.83536310000001	missing	Homo sapiens		IncR_1, DQ449578		44135	56.85963521015067	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.31843615	-3.8434718
NZ_CP038387.1	edge_259	0.0719629	0	124	4395	circular	2020-05-28	Sri Lanka	Sri Lanka	41.15	1.08	missing	Homo sapiens		Col(pHAD28)_1, KU674895		6069	53.649695172186526	Escherichia coli O157:H7	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.3622957	-4.6392083
NZ_KU665641.1	edge_259	0.0719629	0	124	4396	circular	2020-06-03								IncR_1, DQ449578		53618	53.02137341937409	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.32373926	-3.6857316
NZ_MG825371.1	edge_305	0.0719629	0	124	4397	circular	2020-06-03								IncB/O/K/Z_4, FN868832		92438	51.880179147103995	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.6871778000000002	4.2382417000000006
MT230422.1	edge_325	0.0719629	0	124	4398	circular	2020-05-16	France	France	46.603353999999996	1.8883334999999999	river					1153	55.854293148308756	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.3112501	-0.898769
NZ_MH844525.1	edge_337	0.0719629	0	124	4399	circular	2020-06-03								p0111_1, AP010962		101189	47.49132810878653	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-10.888902999999999	-2.5034602
NZ_LT985254.1	edge_340	0.0719629	0	124	4400	circular	2018-03-15								Col(pHAD28)_1, KU674895		15843	52.19339771507922	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.8122808999999998	-0.53660434
NZ_CP041250.1	edge_349	0.0719629	0	124	4401	circular	2019-07-12	Japan	Japan	36.5748441	139.2394179	anodic biofilm of glucose-fed microbial fuel cell originally inoculated with sewage sludge		cell culture			83988	51.3978187360099	Raoultella electrica	Raoultella electrica (1259973)	Raoultella (160674)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-1.3642151000000002	-2.0995084999999998
NZ_CP040177.1	edge_434	0.0719629	0	124	4402	circular	2019-05-20	China: Chongqin	China,Chongqin	43.798670200000004	125.3900209		Homo sapiens	whole organism	IncR_1, DQ449578		28566	54.869425190786245	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.33765435	-3.7708684999999997
NZ_CP032277.1	edge_1405	0.0719629	0	124	4403	circular	2018-09-04	China	China	34.4118455	86.0326902	hospital sewage		single cell			5934	36.46781260532524	Acinetobacter sp. WCHAc010034	Acinetobacter sp. WCHAc010034 (1879049)	Acinetobacter (469)	Moraxellaceae (468)	Pseudomonadales (72274)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-6.1763205999999995	-4.9152555
CP054451.1	edge_1495	0.0719629	0	124	4404	circular	2020-06-14	USA: California	USA,California	36.7014631	-118.75599740000001	rectal swab from healthy college student	Homo sapiens	whole organism	ColRNAI_1, DQ298019		6969	48.60094705122686	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.0651917	0.8470681999999999
NZ_CP014198.2	edge_1495	0.0719629	0	124	4405	circular	2016-01-31	United Kingdom	United Kingdom	54.70235450000001	-3.2765752999999997	environmental		environmental isolate	ColRNAI_1, DQ298019		7057	48.788437012895	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.0182811999999997	0.78095615
CP053757.1	edge_1496	0.0719629	0	124	4406	circular	2020-06-01	USA:Boston	USA,Boston	42.3602534	-71.0582912	stool	Homo sapiens		ColRNAI_1, DQ298019		5219	48.80245257712205	Shigella sonnei	Shigella sonnei (624)	Shigella (620)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.3789937	0.96229887
CP052322.1	edge_1496	0.0719629	0	124	4407	circular	2020-05-04	South Korea: Jeonnam		34.87	126.99	blood	Homo sapiens		ColRNAI_1, DQ298019		5219	48.70664878329182	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.3713272	0.97888637
CP054914.1	edge_1499	0.0719629	0	124	4408	circular	2020-06-22	Nigeria: Ibadan	Nigeria,Ibadan	7.3777462	3.8972497	clinical isolate	Homo sapiens		ColRNAI_1, DQ298019		4042	52.572983671449784	Shigella flexneri	Shigella flexneri (623)	Shigella (620)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.3888054	0.9339146
NC_017321.1	edge_1499	0.0719629	0	124	4409	circular	2012-04-18										4042	52.62246412666997	Shigella flexneri 2002017	Shigella flexneri (623)	Shigella (620)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	2.377945	0.90313756
NC_019983.1	edge_2058	0.0719629	0	124	4410	circular	2012-12-31										23574	51.866463052515485	Citrobacter freundii	Citrobacter freundii (546)	Citrobacter (544)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-0.41779432	-4.103441
NZ_CP050828.1	edge_2563	0.0719629	0	124	4411	circular	2020-04-08	China: Anhui		32.63	117.05	milk			Col440II_1, CP023921|Col(pHAD28)_1, KU674895		11262	52.39744272775706	Klebsiella pneumoniae	Klebsiella pneumoniae (573)	Klebsiella (570)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	3.6463935	0.14008106
MT230288.1	edge_3018	0.0719629	0	124	4412	circular	2020-05-16	France	France	46.603353999999996	1.8883334999999999	river					1088	50.91911764705882	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	1.3216133999999997	-0.869022
NZ_CP027258.1	edge_3032	0.0719629	0	124	4413	circular	2018-03-16	China:Shanghai	China,Shanghai	31.2253441	121.4888922	cow dung		enviroment sample			31467	48.412622747640384	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	0.027526386	-6.017677
NZ_CP019955.1	edge_3488	0.0719629	0	124	4414	circular	2019-02-08	Switzerland		46.55151	6.688673	ob/ob mice	Mus musculus C57Bl/6J		Col156_1, NC_009781		6075	49.3991769547325	Escherichia coli M8	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	9.861944	-3.6212752
MN232214.1	edge_3547	0.0719629	0	124	4415	circular	2019-10-08								IncI2_1, KP347127		63140	42.7066835603421	Escherichia fergusonii	Escherichia fergusonii (564)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-8.428891	0.033588924
NZ_KP347127.1	edge_3547	0.0719629	0	124	4416	circular	2020-06-03								IncI2_1, KP347127		64015	43.00242130750605	Escherichia coli	Escherichia coli (562)	Escherichia (561)	Enterobacteriaceae (543)	Enterobacterales (91347)	Gammaproteobacteria (1236)	Proteobacteria (1224)	Bacteria (2)	-8.433347	0.02767329
